Relative Intensity Antonio_0.02_1.5_lampadina_2	Position (m) Antonio_0.02_1.5_lampadina_2
0.0713959	-0.04290187
0.0707855	-0.04217205
0.0639038	-0.04152112
0.0593567	-0.04114635
0.0592651	-0.04106745
0.0587616	-0.04106745
0.0588837	-0.04106745
0.0587158	-0.0411069
0.0584869	-0.0411069
0.0590057	-0.0411069
0.0591125	-0.0411069
0.0583344	-0.0411069
0.0591431	-0.0411069
0.058609	-0.04108717
0.0585327	-0.04106745
0.0587158	-0.04106745
0.0573425	-0.04081102
0.0544281	-0.04029817
0.0533752	-0.03966697
0.0543976	-0.03899632
0.0554657	-0.03838485
0.0542145	-0.03783255
0.0505219	-0.03722107
0.0472717	-0.03682657
0.0466919	-0.03670822
0.0464478	-0.03670822
0.0467682	-0.03670822
0.0463562	-0.03674767
0.0464783	-0.03672795
0.0467529	-0.03672795
0.0466156	-0.03672795
0.0465393	-0.03672795
0.0464172	-0.03670822
0.0464783	-0.03670822
0.0469666	-0.03670822
0.0464783	-0.03670822
0.0457764	-0.0363729
0.0443115	-0.0359784
0.0438538	-0.035505
0.0435028	-0.03505132
0.0441742	-0.03465682
0.0441132	-0.03412425
0.043335	-0.03357195
0.0408173	-0.0328224
0.0401154	-0.032349
0.0400696	-0.0321912
0.0399475	-0.03217147
0.0403137	-0.03223065
0.0400848	-0.03223065
0.0404053	-0.03223065
0.0400848	-0.03223065
0.0402069	-0.03223065
0.0400391	-0.03223065
0.0399323	-0.03223065
0.0398407	-0.03223065
0.0399475	-0.0321912
0.0401611	-0.03217147
0.0400085	-0.03217147
0.0397797	-0.0319545
0.039444	-0.03154027
0.0397644	-0.03086962
0.0392303	-0.02996227
0.0391388	-0.02885767
0.0393677	-0.0280095
0.0397339	-0.02725995
0.0400085	-0.02704297
0.0399475	-0.02704297
0.0402527	-0.0271416
0.0402374	-0.02716132
0.0406799	-0.02716132
0.0404358	-0.0271416
0.0404968	-0.0271416
0.0405121	-0.0271416
0.0404816	-0.0271416
0.0407867	-0.0271416
0.0404663	-0.02710215
0.0405121	-0.02696407
0.041214	-0.02649067
0.0417175	-0.02593837
0.0417633	-0.02512965
0.0420532	-0.02441955
0.0438538	-0.02367
0.0441132	-0.0231966
0.0447998	-0.02278237
0.04422	-0.02226952
0.0435944	-0.02167777
0.0441589	-0.0215397
0.0439453	-0.02155942
0.0437012	-0.02155942
0.043869	-0.02155942
0.0440826	-0.02155942
0.0441589	-0.02155942
0.0437775	-0.02155942
0.0436554	-0.02155942
0.043869	-0.02155942
0.0438232	-0.02155942
0.0435486	-0.021303
0.0451508	-0.0206718
0.0471039	-0.0198039
0.0462646	-0.01907407
0.0449371	-0.01834425
0.0461273	-0.01755525
0.0483551	-0.0168846
0.0479279	-0.0164901
0.0476837	-0.0163323
0.0474854	-0.01635202
0.0480042	-0.01637175
0.0473785	-0.01637175
0.0478821	-0.01637175
0.0479736	-0.01637175
0.0474854	-0.01635202
0.0476532	-0.01635202
0.04776	-0.01635202
0.0478058	-0.01635202
0.0476532	-0.01635202
0.0470581	-0.01603642
0.0459442	-0.01534605
0.0463867	-0.01439925
0.0474243	-0.0134919
0.0455627	-0.01260427
0.0453949	-0.01177582
0.0459595	-0.0112827
0.0470428	-0.0111249
0.0462189	-0.01116435
0.046402	-0.01118407
0.0466614	-0.01118407
0.0463257	-0.01118407
0.0462341	-0.01118407
0.0462494	-0.01116435
0.0467072	-0.01116435
0.0466919	-0.01116435
0.0466461	-0.01116435
0.0467377	-0.01102627
0.0459442	-0.01043452
0.0436249	-0.0097047
0.0441437	-0.00887625
0.0443573	-0.00822532
0.0421448	-0.00708127
0.0420074	-0.0064698
0.0423431	-0.0057597
0.0432129	-0.00530602
0.0426941	-0.0052074
0.0430908	-0.0052074
0.0428009	-0.00522712
0.042099	-0.00522712
0.0428314	-0.00522712
0.0425262	-0.00522712
0.0422821	-0.00522712
0.0424042	-0.00522712
0.0426178	-0.00522712
0.0425873	-0.0052074
0.0425415	-0.0052074
0.0424957	-0.0052074
0.0427246	-0.00518767
0.0420837	-0.00479317
0.0415039	-0.00414225
0.0412445	-0.0033138
0.0409546	-0.00282067
0.0407562	-0.00222892
0.0407257	-0.00179497
0.0404663	-0.00132157
0.0401001	-0.00082845
0.0402679	-0.000532575
0.0402527	-0.0005523
0.0402679	-0.000572025
0.040329	-0.00059175
0.0400848	-0.00059175
0.0400543	-0.00059175
0.0406342	-0.00059175
0.0406494	-0.00059175
0.0397339	-0.00059175
0.0401917	-0.000572025
0.040329	-0.000572025
0.0407104	-0.00035505
0.0404053	1.9725e-05
0.0404358	1.9725e-05
0.0402985	3.945e-05
0.0402069	3.945e-05
0.0404053	3.945e-05
0.0403137	3.945e-05
0.0404053	5.9175e-05
0.0406036	9.8625e-05
0.0405884	0.00011835
0.0407104	0.00011835
0.0404053	0.00011835
0.040451	0.00011835
0.0405579	9.8625e-05
0.0405731	3.945e-05
0.0406494	5.90998604e-16
0.0402374	5.90998604e-16
0.0402985	5.90998604e-16
0.0405426	5.90998604e-16
0.040329	5.90998604e-16
0.0401001	5.90998604e-16
0.0398254	5.90998604e-16
0.0400696	5.90998604e-16
0.0397949	5.90998604e-16
0.0402985	5.90998604e-16
0.0401001	5.90998604e-16
0.0404663	5.90998604e-16
0.0402527	5.90998604e-16
0.040329	5.90998604e-16
0.0401917	5.90998604e-16
0.0402985	5.90998604e-16
0.0402985	5.90998604e-16
0.0402832	5.90998604e-16
0.0404816	5.90998604e-16
0.0403137	5.90998604e-16
0.0405731	5.90998604e-16
0.040451	5.90998604e-16
0.0402985	5.90998604e-16
0.0402985	5.90998604e-16
0.0406494	5.90998604e-16
0.0404968	5.90998604e-16
0.0405579	5.90998604e-16
0.0402832	5.90998604e-16
0.0400696	5.90998604e-16
0.0402527	5.90998604e-16
0.0403748	5.90998604e-16
0.0402374	5.90998604e-16
0.0403748	5.90998604e-16
0.0402985	5.90998604e-16
0.0401764	5.90998604e-16
0.040451	5.90998604e-16
0.0405426	5.90998604e-16
0.0400696	5.90998604e-16
0.0400848	5.90998604e-16
0.0400085	5.90998604e-16
0.0408173	5.90998604e-16
0.0401459	5.90998604e-16
0.0402985	5.90998604e-16
0.0399933	5.90998604e-16
0.0399475	5.90998604e-16
0.0404816	5.90998604e-16
0.0402374	5.90998604e-16
0.0400238	5.90998604e-16
0.0397949	5.90998604e-16
0.0406952	5.90998604e-16
0.0404663	5.90998604e-16
0.0405273	5.90998604e-16
0.0404053	5.90998604e-16
0.0396423	5.90998604e-16
0.0400391	5.90998604e-16
0.0398102	5.90998604e-16
0.0402985	5.90998604e-16
0.0402374	5.90998604e-16
0.0404358	5.90998604e-16
0.0402222	5.90998604e-16
0.0400391	5.90998604e-16
0.0401306	5.90998604e-16
0.0399933	5.90998604e-16
0.0398102	5.90998604e-16
0.0399933	5.90998604e-16
0.0395508	5.90998604e-16
0.0397186	5.90998604e-16
0.039856	5.90998604e-16
0.0397949	5.90998604e-16
0.0399475	5.90998604e-16
0.0399933	5.90998604e-16
0.0397186	5.90998604e-16
0.0397949	5.90998604e-16
0.0398102	5.90998604e-16
0.0400391	5.90998604e-16
0.039978	5.90998604e-16
0.0397034	5.90998604e-16
0.0398102	5.90998604e-16
0.0400848	5.90998604e-16
0.0397644	5.90998604e-16
0.0397797	5.90998604e-16
0.039505	5.90998604e-16
0.039444	5.90998604e-16
0.039444	5.90998604e-16
0.0395203	5.90998604e-16
0.0394592	5.90998604e-16
0.0394592	5.90998604e-16
0.0395813	5.90998604e-16
0.0393677	5.90998604e-16
0.0397949	5.90998604e-16
0.0393066	5.90998604e-16
0.0386505	5.90998604e-16
0.0388794	5.90998604e-16
0.0384827	5.90998604e-16
0.0381927	5.90998604e-16
0.0377197	5.90998604e-16
0.0377045	5.90998604e-16
0.0377808	5.90998604e-16
0.0377808	5.90998604e-16
0.0380249	5.90998604e-16
0.0375824	5.90998604e-16
0.0380402	5.90998604e-16
0.0381927	5.90998604e-16
0.0384064	5.90998604e-16
0.0381165	5.90998604e-16
0.0384064	5.90998604e-16
0.0380707	5.90998604e-16
