Relative Intensity Alessio_0.02_1.0_candela	Position (m) Alessio_0.02_1.0_candela
0.0149536	-0.04191562
0.014801	-0.04152112
0.0149689	-0.04116607
0.0150146	-0.04088992
0.0145569	-0.04043625
0.014389	-0.04002202
0.0133972	-0.0398445
0.0128479	-0.0398445
0.0124969	-0.0398445
0.0125122	-0.03986422
0.0128326	-0.03986422
0.0128937	-0.03986422
0.0133209	-0.03986422
0.0137024	-0.03986422
0.0131989	-0.03986422
0.0127563	-0.0398445
0.0124512	-0.0398445
0.0125427	-0.0398445
0.0126038	-0.0396078
0.0125427	-0.0395289
0.013092	-0.03943027
0.0128326	-0.03901605
0.0122528	-0.03862155
0.0118561	-0.03816787
0.0115967	-0.0380298
0.0117798	-0.03773392
0.0119629	-0.0371619
0.0118408	-0.03658987
0.0119781	-0.03601785
0.0116882	-0.03564307
0.0113068	-0.03562335
0.0109558	-0.03562335
0.0106812	-0.03568252
0.0107727	-0.03568252
0.0110626	-0.03568252
0.0112457	-0.03568252
0.0116577	-0.03568252
0.011734	-0.03568252
0.0112762	-0.03568252
0.0108948	-0.03562335
0.0106964	-0.03562335
0.0106201	-0.03538665
0.0108643	-0.03497242
0.0110779	-0.03453847
0.0114136	-0.0340059
0.0114136	-0.03359167
0.0110168	-0.03299992
0.0106506	-0.03236872
0.0104218	-0.03213202
0.0103912	-0.03167835
0.0107117	-0.03136275
0.0109558	-0.03114577
0.011322	-0.03083017
0.0115051	-0.03057375
0.0111389	-0.03057375
0.0107574	-0.03063292
0.0105286	-0.03063292
0.0105133	-0.03065265
0.0108032	-0.03063292
0.0109863	-0.03063292
0.0112457	-0.03063292
0.0115509	-0.03063292
0.0111084	-0.03063292
0.0107574	-0.0306132
0.0105133	-0.0306132
0.010376	-0.0305343
0.0107727	-0.03019897
0.0110779	-0.02994255
0.0114136	-0.02954805
0.0119171	-0.0291141
0.0115814	-0.0288774
0.0111389	-0.02869987
0.0108795	-0.02858152
0.0109406	-0.02828565
0.0112152	-0.0280884
0.0113831	-0.02781225
0.0115356	-0.0272994
0.0120544	-0.02692462
0.011795	-0.02654985
0.0116119	-0.026037
0.0116119	-0.02566222
0.0117035	-0.0255636
0.0119476	-0.0255636
0.0121155	-0.02558332
0.0122986	-0.02562277
0.0127411	-0.02562277
0.0122986	-0.02562277
0.0118561	-0.02562277
0.0114746	-0.02562277
0.0115204	-0.02560305
0.0117493	-0.02560305
0.0119171	-0.02554387
0.0119934	-0.02489295
0.0126038	-0.02459707
0.0118408	-0.02402505
0.0114288	-0.02355165
0.0111847	-0.02347275
0.011322	-0.02315715
0.0117798	-0.02286127
0.0122375	-0.02252595
0.0125885	-0.02219062
0.0132904	-0.0219342
0.0127258	-0.02175667
0.0123138	-0.02157915
0.0119324	-0.02134245
0.011673	-0.0209874
0.0116882	-0.02069152
0.0118561	-0.02065207
0.0119781	-0.0206718
0.0126801	-0.02069152
0.0121765	-0.02071125
0.0118561	-0.02069152
0.0114746	-0.02069152
0.0114288	-0.02069152
0.011734	-0.02069152
0.0119629	-0.02069152
0.0120544	-0.02069152
0.0127411	-0.02057317
0.0124054	-0.02015895
0.0122833	-0.01970527
0.0122986	-0.0192516
0.0124512	-0.01881765
0.0126953	-0.01844287
0.0127106	-0.01794975
0.0129395	-0.01785112
0.013092	-0.01771305
0.0122681	-0.0172791
0.0118713	-0.01686487
0.0116272	-0.01674652
0.0119019	-0.01650982
0.0121918	-0.01647037
0.0124054	-0.0163323
0.0129089	-0.01605615
0.0132599	-0.01599697
0.0128479	-0.01599697
0.0125732	-0.01599697
0.0122681	-0.01599697
0.0123901	-0.01599697
0.0127258	-0.01599697
0.0128174	-0.01599697
0.0134888	-0.01599697
0.0136261	-0.01599697
0.0132751	-0.01599697
0.0129395	-0.01581945
0.012207	-0.014991
0.0120087	-0.01439925
0.0122681	-0.01382722
0.0124969	-0.01347217
0.0132294	-0.01307767
0.0134277	-0.01256482
0.0126648	-0.0120717
0.012146	-0.011835
0.0117798	-0.01155885
0.0118866	-0.01122352
0.0121613	-0.01078957
0.0122986	-0.01061205
0.0128326	-0.01051342
0.0129089	-0.0104937
0.0124664	-0.0104937
0.012085	-0.0104937
0.011795	-0.01051342
0.0119324	-0.01051342
0.012146	-0.01051342
0.012207	-0.01051342
0.0127106	-0.01051342
0.0126343	-0.01051342
0.0121918	-0.0104937
0.0118408	-0.0104937
0.0117035	-0.01011892
0.0118713	-0.00972442
0.0117188	-0.0089946
0.0116577	-0.00854092
0.0119019	-0.00814642
0.0121918	-0.00737715
0.0117493	-0.00714045
0.0113678	-0.0067065
0.0109711	-0.00627255
0.0110626	-0.00572025
0.0113678	-0.00510877
0.0116425	-0.00475372
0.0118408	-0.00447757
0.0124512	-0.00447757
0.0120544	-0.00447757
0.0117493	-0.00447757
0.0114441	-0.00447757
0.0115204	-0.00447757
0.0117798	-0.00447757
0.0119476	-0.00447757
0.0121155	-0.00447757
0.0126495	-0.00447757
0.0122986	-0.00443812
0.0117645	-0.00380692
0.0114136	-0.0032349
0.0114594	-0.00297847
0.011734	-0.00234727
0.0119476	-0.00207112
0.0120239	-0.0017358
0.0126495	-0.00140047
0.0122375	-0.00112432
0.0119019	-0.000453675
0.0116577	1.9725e-05
0.011673	1.9725e-05
0.0119934	1.9725e-05
0.0122375	1.9725e-05
0.0124054	1.9725e-05
0.013031	1.9725e-05
0.0126953	1.9725e-05
0.0123291	3.945e-05
0.012085	3.945e-05
0.0121613	7.89e-05
0.0125732	7.89e-05
0.0127563	7.89e-05
0.013092	7.89e-05
0.013443	5.9175e-05
0.0131378	3.945e-05
0.0128021	3.46402594e-17
0.0125275	3.46402594e-17
0.0126648	3.46402594e-17
0.0128937	3.46402594e-17
0.0130005	3.46402594e-17
0.0133362	3.46402594e-17
0.0135651	3.46402594e-17
0.0134277	3.46402594e-17
0.0130768	3.46402594e-17
0.0127563	3.46402594e-17
0.0127258	3.46402594e-17
0.0127716	3.46402594e-17
