Time (s) rumore_ambientale_candela	Light Intensity (% of scale max) rumore_ambientale_candela
39.7600000000	3.6000000000
39.8000000000	3.6000000000
39.8400000000	3.5000000000
39.8800000000	3.5000000000
39.9200000000	3.5000000000
39.9600000000	3.5000000000
40.0000000000	3.6000000000
40.0400000000	3.5000000000
40.0800000000	3.5000000000
40.1200000000	3.5000000000
40.1600000000	3.5000000000
40.2000000000	3.6000000000
40.2400000000	3.5000000000
40.2800000000	3.5000000000
40.3200000000	3.5000000000
40.3600000000	3.5000000000
40.4000000000	3.5000000000
40.4400000000	3.6000000000
40.4800000000	3.6000000000
40.5200000000	3.5000000000
40.5600000000	3.5000000000
40.6000000000	3.5000000000
40.6400000000	3.6000000000
40.6800000000	3.6000000000
40.7200000000	3.5000000000
40.7600000000	3.5000000000
40.8000000000	3.5000000000
40.8400000000	3.5000000000
40.8800000000	3.6000000000
40.9200000000	3.5000000000
40.9600000000	3.5000000000
41.0000000000	3.5000000000
41.0400000000	3.5000000000
41.0800000000	3.6000000000
41.1200000000	3.6000000000
41.1600000000	3.5000000000
41.2000000000	3.5000000000
41.2400000000	3.5000000000
41.2800000000	3.5000000000
41.3200000000	3.6000000000
41.3600000000	3.5000000000
41.4000000000	3.5000000000
41.4400000000	3.5000000000
41.4800000000	3.5000000000
41.5200000000	3.6000000000
41.5600000000	3.6000000000
41.6000000000	3.5000000000
41.6400000000	3.5000000000
41.6800000000	3.5000000000
41.7200000000	3.5000000000
41.7600000000	3.6000000000
41.8000000000	3.5000000000
41.8400000000	3.5000000000
41.8800000000	3.4000000000
41.9200000000	3.5000000000
41.9600000000	3.5000000000
42.0000000000	3.5000000000
42.0400000000	3.5000000000
42.0800000000	3.5000000000
42.1200000000	3.4000000000
42.1600000000	3.5000000000
42.2000000000	3.5000000000
42.2400000000	3.5000000000
42.2800000000	3.5000000000
42.3200000000	3.5000000000
42.3600000000	3.5000000000
42.4000000000	3.5000000000
42.4400000000	3.5000000000
42.4800000000	3.5000000000
42.5200000000	3.5000000000
42.5600000000	3.4000000000
42.6000000000	3.5000000000
42.6400000000	3.5000000000
42.6800000000	3.6000000000
42.7200000000	3.5000000000
42.7600000000	3.5000000000
42.8000000000	3.5000000000
42.8400000000	3.5000000000
42.8800000000	3.5000000000
42.9200000000	3.5000000000
42.9600000000	3.5000000000
43.0000000000	3.5000000000
43.0400000000	3.5000000000
43.0800000000	3.5000000000
43.1200000000	3.6000000000
43.1600000000	3.5000000000
43.2000000000	3.5000000000
43.2400000000	3.5000000000
43.2800000000	3.5000000000
43.3200000000	3.5000000000
43.3600000000	3.6000000000
43.4000000000	3.5000000000
43.4400000000	3.5000000000
43.4800000000	3.5000000000
43.5200000000	3.5000000000
43.5600000000	3.5000000000
43.6000000000	3.5000000000
43.6400000000	3.5000000000
43.6800000000	3.4000000000
43.7200000000	3.5000000000
43.7600000000	3.5000000000
43.8000000000	3.5000000000
43.8400000000	3.5000000000
43.8800000000	3.5000000000
43.9200000000	3.5000000000
43.9600000000	3.5000000000
44.0000000000	3.5000000000
44.0400000000	3.6000000000
44.0800000000	3.5000000000
44.1200000000	3.5000000000
44.1600000000	3.5000000000
44.2000000000	3.5000000000
44.2400000000	3.6000000000
44.2800000000	3.6000000000
44.3200000000	3.5000000000
44.3600000000	3.5000000000
44.4000000000	3.5000000000
44.4400000000	3.5000000000
44.4800000000	3.6000000000
44.5200000000	3.5000000000
44.5600000000	3.5000000000
44.6000000000	3.5000000000
44.6400000000	3.5000000000
44.6800000000	3.6000000000
44.7200000000	3.6000000000
44.7600000000	3.5000000000
44.8000000000	3.5000000000
44.8400000000	3.5000000000
44.8800000000	3.5000000000
44.9200000000	3.6000000000
44.9600000000	3.6000000000
45.0000000000	3.5000000000
45.0400000000	3.5000000000
45.0800000000	3.5000000000
45.1200000000	3.5000000000
45.1600000000	3.6000000000
45.2000000000	3.5000000000
45.2400000000	3.5000000000
45.2800000000	3.5000000000
45.3200000000	3.5000000000
45.3600000000	3.6000000000
45.4000000000	3.6000000000
45.4400000000	3.5000000000
45.4800000000	3.5000000000
45.5200000000	3.5000000000
45.5600000000	3.5000000000
45.6000000000	3.6000000000
45.6400000000	3.5000000000
45.6800000000	3.5000000000
45.7200000000	3.5000000000
45.7600000000	3.5000000000
45.8000000000	3.6000000000
45.8400000000	3.5000000000
45.8800000000	3.5000000000
45.9200000000	3.4000000000
45.9600000000	3.5000000000
46.0000000000	3.5000000000
46.0400000000	3.6000000000
46.0800000000	3.5000000000
46.1200000000	3.5000000000
46.1600000000	3.5000000000
46.2000000000	3.5000000000
46.2400000000	3.5000000000
46.2800000000	3.6000000000
46.3200000000	3.5000000000
46.3600000000	3.5000000000
46.4000000000	3.5000000000
46.4400000000	3.5000000000
46.4800000000	3.6000000000
46.5200000000	3.6000000000
46.5600000000	3.5000000000
46.6000000000	3.5000000000
46.6400000000	3.5000000000
46.6800000000	3.6000000000
46.7200000000	3.6000000000
46.7600000000	3.5000000000
46.8000000000	3.5000000000
46.8400000000	3.5000000000
