Time (s) rumore_di_fondo_lampadina	Light Intensity (% of scale max) rumore_di_fondo_lampadina
123.0	0.04514
123.04	0.04533
123.08	0.04501
123.12	0.04573
123.16	0.04504
123.2	0.04546
123.24	0.04489
123.28	0.04498
123.32	0.04488
123.36	0.04523
123.4	0.04503
123.44	0.04491
123.48	0.04501
123.52	0.04491
123.56	0.04474
123.6	0.04468
123.64	0.04474
123.68	0.04477
123.72	0.04428
123.76	0.04451
123.8	0.04428
