Light Intensity (% of scale max) Alessio_0.16_0.5_lampadina	Position (m) Alessio_0.16_0.5_lampadina
0.1000000000	-0.0647000000
0.1000000000	-0.0647000000
0.1000000000	-0.0647000000
0.1000000000	-0.0647000000
0.1000000000	-0.0651000000
0.0000000000	-0.0659000000
0.0000000000	-0.0661000000
0.0000000000	-0.0664000000
0.0000000000	-0.0667000000
0.0000000000	-0.0669000000
0.0000000000	-0.0669000000
0.0000000000	-0.0671000000
0.0000000000	-0.0676000000
0.0000000000	-0.0677000000
0.0000000000	-0.0680000000
0.0000000000	-0.0681000000
0.0000000000	-0.0682000000
0.1000000000	-0.0684000000
0.1000000000	-0.0686000000
0.1000000000	-0.0687000000
0.1000000000	-0.0689000000
0.1000000000	-0.0689000000
0.1000000000	-0.0690000000
0.1000000000	-0.0692000000
0.1000000000	-0.0693000000
0.1000000000	-0.0694000000
0.1000000000	-0.0696000000
0.1000000000	-0.0696000000
0.1000000000	-0.0697000000
0.1000000000	-0.0697000000
0.0000000000	-0.0698000000
0.0000000000	-0.0699000000
0.0000000000	-0.0699000000
0.0000000000	-0.0698000000
0.0000000000	-0.0698000000
0.0000000000	-0.0698000000
0.0000000000	-0.0698000000
0.0000000000	-0.0698000000
0.0000000000	-0.0698000000
0.0000000000	-0.0698000000
0.0000000000	-0.0698000000
0.0000000000	-0.0698000000
0.0000000000	-0.0699000000
0.0000000000	-0.0699000000
0.0000000000	-0.0701000000
0.0000000000	-0.0706000000
0.0000000000	-0.0708000000
0.0000000000	-0.0710000000
0.0000000000	-0.0711000000
0.0000000000	-0.0713000000
0.0000000000	-0.0716000000
0.1000000000	-0.0718000000
0.1000000000	-0.0721000000
0.1000000000	-0.0722000000
0.1000000000	-0.0724000000
0.1000000000	-0.0726000000
0.1000000000	-0.0727000000
0.1000000000	-0.0729000000
0.1000000000	-0.0731000000
0.1000000000	-0.0733000000
0.1000000000	-0.0736000000
0.1000000000	-0.0736000000
0.1000000000	-0.0736000000
0.0000000000	-0.0736000000
0.0000000000	-0.0736000000
0.0000000000	-0.0737000000
0.0000000000	-0.0738000000
0.0000000000	-0.0738000000
0.0000000000	-0.0737000000
0.0000000000	-0.0737000000
0.0000000000	-0.0737000000
0.0000000000	-0.0737000000
0.0000000000	-0.0737000000
0.0000000000	-0.0737000000
0.0000000000	-0.0737000000
0.0000000000	-0.0737000000
0.0000000000	-0.0737000000
0.0000000000	-0.0737000000
0.0000000000	-0.0737000000
0.0000000000	-0.0737000000
0.0000000000	-0.0737000000
0.0000000000	-0.0737000000
0.0000000000	-0.0737000000
0.0000000000	-0.0737000000
0.0000000000	-0.0737000000
0.0000000000	-0.0737000000
0.0000000000	-0.0738000000
0.0000000000	-0.0738000000
0.0000000000	-0.0739000000
0.0000000000	-0.0744000000
0.0000000000	-0.0746000000
0.0000000000	-0.0747000000
0.0000000000	-0.0752000000
0.1000000000	-0.0755000000
0.1000000000	-0.0758000000
0.1000000000	-0.0759000000
0.1000000000	-0.0759000000
0.1000000000	-0.0762000000
0.1000000000	-0.0763000000
0.1000000000	-0.0764000000
0.1000000000	-0.0768000000
0.1000000000	-0.0770000000
0.1000000000	-0.0770000000
0.1000000000	-0.0772000000
0.1000000000	-0.0775000000
0.1000000000	-0.0775000000
0.1000000000	-0.0775000000
0.1000000000	-0.0775000000
0.1000000000	-0.0775000000
