Time (s) intensità_laser_sole	Light Intensity (% of scale max) intensità_laser_sole
123.52	35.20761
123.56	35.20587
123.6	35.20973
123.64	35.20235
123.68	35.20508
123.72	35.209
123.76	35.20549
123.8	35.20491
123.84	35.20685
123.88	35.20695
123.92	35.20303
123.96	35.20183
124.0	35.2047
124.04	35.20868
124.08	35.20949
124.12	35.20357
124.16	35.20428
124.2	35.20523
124.24	35.2063
124.28	35.20528
124.32	35.2039
124.36	35.20157
124.4	35.20467
124.44	35.20792
124.48	35.20396
124.52	35.20578
124.56	35.2036
124.6	35.20737
124.64	35.20874
124.68	35.20203
124.72	35.20676
124.76	35.20705
124.8	35.20657
124.84	35.20641
124.88	35.21077
124.92	35.20905
124.96	35.20869
125.0	35.20575
125.04	35.21262
125.08	35.20996
125.12	35.20476
125.16	35.20807
125.2	35.2075
125.24	35.2106
125.28	35.21309
125.32	35.20679
125.36	35.20819
125.4	35.21057
125.44	35.21243
125.48	35.20969
125.52	35.20813
125.56	35.21367
125.6	35.20778
125.64	35.20871
125.68	35.20764
125.72	35.2123
125.76	35.20882
125.8	35.20988
125.84	35.20715
125.88	35.21152
125.92	35.21132
125.96	35.20912
126.0	35.20694
126.04	35.20917
126.08	35.20728
126.12	35.21146
126.16	35.20656
126.2	35.20793
126.24	35.20712
126.28	35.20755
126.32	35.20576
126.36	35.20805
126.4	35.20792
126.44	35.21233
126.48	35.21057
126.52	35.20949
126.56	35.20683
126.6	35.21027
126.64	35.20981
126.68	35.21114
126.72	35.20776
126.76	35.20724
126.8	35.20941
126.84	35.21292
126.88	35.20753
126.92	35.20889
126.96	35.21231
127.0	35.21301
127.04	35.21283
127.08	35.20818
127.12	35.21391
127.16	35.21034
127.2	35.20917
127.24	35.20641
127.28	35.21078
127.32	35.21136
127.36	35.21365
127.4	35.20816
127.44	35.20973
127.48	35.21002
127.52	35.2132
127.56	35.20746
127.6	35.20682
127.64	35.20683
127.68	35.21194
127.72	35.20618
127.76	35.20601
127.8	35.20918
127.84	35.20744
127.88	35.20509
127.92	35.20818
127.96	35.20787
128.0	35.20486
128.04	35.20554
128.08	35.20731
128.12	35.21028
128.16	35.20741
128.2	35.20671
128.24	35.20674
128.28	35.21042
128.32	35.20644
128.36	35.20503
128.4	35.20833
128.44	35.20801
128.48	35.20639
128.52	35.205
128.56	35.20847
128.6	35.20792
128.64	35.21054
128.68	35.20683
128.72	35.20688
128.76	35.20464
128.8	35.20758
128.84	35.21017
128.88	35.20966
128.92	35.20471
128.96	35.20592
129.0	35.20854
129.04	35.20927
129.08	35.2052
129.12	35.20703
129.16	35.20543
129.2	35.20509
129.24	35.20831
129.28	35.20749
129.32	35.20633
129.36	35.20447
129.4	35.20743
129.44	35.20926
129.48	35.21066
129.52	35.20599
129.56	35.20496
129.6	35.20505
129.64	35.20482
129.68	35.20796
129.72	35.2094
129.76	35.20941
129.8	35.20566
129.84	35.20731
129.88	35.2049
129.92	35.20773
129.96	35.20976
130.0	35.20398
130.04	35.2061
130.08	35.2085
130.12	35.20926
130.16	35.20824
130.2	35.20406
130.24	35.2066
130.28	35.20566
130.32	35.20464
130.36	35.20438
130.4	35.20766
130.44	35.20483
130.48	35.20882
130.52	35.20593
130.56	35.20441
130.6	35.20415
130.64	35.20418
130.68	35.20801
130.72	35.20897
130.76	35.20946
130.8	35.20491
130.84	35.20393
130.88	35.2045
130.92	35.20509
130.96	35.21094
131.0	35.2056
131.04	35.2066
131.08	35.19937
131.12	35.20343
131.16	35.20793
